pgpid,description
19572,"Legal document, fragment. Mentions [Avraham?] b. Natan Av Bet Din and seems to be some sort of release. There is a list of items covered: silk, flax, codices, furniture, clothing, taʿlīq. Then ""Avraham his son"" and something about 3 dinars. "
19579,"Bill of divorce. Scribed and signed by Yefet b. David b. Shekhanya. Also signed by ʿEli ha-Kohen b. Yaʿish. The husband may be named Ḥal[fon]. There is no note that the geṭ was delivered, unless that note was written on the corner that has been torn away."
19582,"Page from a book of legal formulas contains a will, Ketubah for widow or divorced and for remarriage  (מחזיר גרושתו) and a deed of prozbol (Bill of delivery, which allowing to take interest-free loans before the Sabbatical year. Fol 2-4 contains a ketubah with a marriage poem and a commentary on the ketubah. 
Fol. 5 a deed of testimony of inheritance.  In Judeo Arabic. 
It is from Yemen, probably 18th century. The name Yahya Salah יחיא צאלח is written. AA"
19595,"Legal document in Judaeo-Arabic. Fragmentary, so difficult to figure out the details. Sets out provisions for the care of a minor boy. Mentions a female slave (al-jāriya al-kabīra) twice, once in the context of someone being granted ownership (תצרפת פי גאריתהא תצרף אלמלאך)."
19600,The main document is a liturgy. On the margin a strip from another document- a ketuba written by Mevorakh b. Natan was bound together. AA
19622,"Bill of divorce (get). Location: Fustat. Dated: Monday 5 Tamuz 1369 Seleucid, which is 1058 CE. Husband: Khalaf b. Shelomo. Wife: Nasāba bt. ʿAmmār. Scribed and signed by Aharon ha-Mumḥe b. Efrayim. Also signed by Ṭoviyya b. Hillel."
19623,Legal document. Ending only. The substance of the matter is unclear. There is a Shemuel and a Mufaḍḍal and a curse. Possibly a reconciliation agreement. Signed: Yefet b. Araḥ and Elʿazar b. Nissim. The qiyyum/validation is signed by Yiṣḥaq b. Seʿadya and Binyamin b. Yefet.
19624,Legal document. Perhaps a partnership agreement (an najlis jamīʿan fī dukkān... wa-yataṣarraf fī l-dukkān bi-maḥḍar...). Names mentioned are Natan and Ṣadaqa ha-Zaqen ha-Ḥasid [b.?] Daniel ha-Levi.
19625,Bill of divorce (get). Location: Fustat. Date missing. Husband: [...] b. Ṣadaqa. Wife: Nasāba bt. [...].
19626,"Bill of divorce (get). Location: Fustat. Dated: Probably Av 1[48]5 Seleucid, which is 1174 CE, based on the presence of signatures of both Shemuel b. Seʿadya ha-Levi (active 1165–1203) and Mevorakh. b. Natan (active 1150–81) Husband: Abū l-Ḥasan b. Salāma. Wife: Ḥusn bt. Abū l-Yumn. Signed: Yaʿaqov ha-Kohen b. Yosef; Shemuel ha-Levi b. Seʿadya. The attestation on verso that the wife received the get is signed by Shemuel ha-Levi b. Seʿadya and Mevorakh b. Natan."
19628,"One folio cut widthwise into two halves. Written by various Yemenite hands. 
As 3\1
One side (ab) of the folio, slightly missing from one edge.
Part a: A short legal(?) document about the high price of grains in Ṣanʿāʾ. Deals particularly with the astrological causes of the famine in the year 194[.] Seleucid, which corresponds to a year in the range 1628–38 CE.
Part b: Under the Title ""מחזור .."", Jewish calendar prototypes: years coded מש""ה; הש""א.
In a different hand, larger characters. 

AS 3\2
One side (cd) of the folio, probably its primary usage.
A Commentary on an Unknown Talmudic Treatise  on the Laws of Prohibited Marriage
Originally two columns, one the subject and the other the commentary, each written by a different hand. The full width of the commentary column, and half of the subject column, are extant, missing from the bottom. (DK CATALOGUE)"
19632,Recto: a fragment of a Hebrew (Karaite?) legal document from Egypt dated 1038/9 CE (1350 Seleucid) and involving [...] Yosef and his wife Ghaniyyah bt. 'Amram. Binyamin b. Yosef is also named. Needs further examination for content. Verso: Hebrew piyyutim. ASE.
19633,"Bill of divorce. Dated: Monday, 18 Adar 1365 Seleucid, which is 1054 CE. Location: Fustat. Husband: Yosef b. David. Wife: Khibā bt. Yosef. No witness signatures. Verso was not photographed."
19634,"Recto: bottom of a ketubba (marriage contract) for Yosef b. Shelomo and Karima b. Nusayr known as Elazar. The end of her dowry list is preserved, including a black slavegirl worth 30 dinars. The scribe and one of the witnesses is Yosef b. Elazar b. ha-Shofet (who also signed T-S NS J269, dated December 29, 1066). Numerous other witnesses signed, including Ḥalfon b. Mevorakh, and Yehudah b. Moshe (?) ha-Hazan. Verso: four different blocks of dense text, most in poetic, rhyming Hebrew lines. Needs further examination. ASE."
19636,"Recto: Legal testimony. In Judaeo-Arabic. Dated: Adar 1471 Seleucid, which is 1160 CE. Abū l-Munajjā al-Kohen b. Abū l-Wafā al-Kohen and Abū l-Ḥasan b. Abū l-Waḥsh testify regarding Abū l-Surūr Peraḥya b. Tikva Ibn al-Amʿaṭ (same as in T-S 12.527) who wished to do business with 5 dinars from the partnership between Abū Naṣr b. Khalaf and Abū l-Ḥasan b. Abū l-Waḥsh. He was told that he needed to produce a guarantor, and Abū Sahl al-Tājir al-Levi b. Yosef ha-Levi b. Ayyūb agreed to guarantee this amount for him. Witnesses: Hillel b. Ẓadoq Av Bet Din; one illegible name. See Penn catalogue on FGP for further information. Verso: Dowry list. Bride: Sitt al-Banāt bt. Yusuf. Groom: Mevorakh b. Abū ʿAlī. Early marriage payment: 10 dinars. Delayed marriage payment: 30 dinars. ASE."
19637,See join. (Join is from FGP cataloguing information.)
19638,"Legal fragment. Dated [..]66 Seleucid, and the titles of the Nagid might help pin it down (ẓinẓenet ha-man nagid ʿam...). The case involves Abū l-Rabīʿ and and Abū l-Fakhr. "
19639,Legal fragment. In Hebrew. Involves Salmān and Yiṣḥaq and an inheritance.
19640,Legal fragment scribed and signed by Moshe ha-Kohen b. Aharon ha-Kohen. In Judaeo-Arabic. There is an addendum. Needs examination for content. On verso are piyyutim.
19641,Legal document in Arabic script. A woman named Jamīla has an eye disease and contracts Hibat Allāh b. Ibrāhīm b. Yaʿqūb al-Yahūdī to treat her. The date is given but difficult to read. Needs examination. ASE.
19642,"Legal document from the Muslim (qāḍī) courts. In Arabic script, with a Judaeo-Arabic filing note. Dated: 945 AH, which is 1538 CE. Concerning the estate of a merchant in Damietta. Information kindly provided by Jane Hathaway."
19643,Legal fragment. In Judaeo-Arabic. Involves Abū Manṣūr b. Mevasser and Abū Saʿd and Ibn Shahdīn al-Jazzār. Needs examination for content.
19644,"Legal testimony. In Judaeo-Arabic. Dated [..]48, probably 1548 Seleucid = 1236/37 CE but plausibly a century earlier or later. The titles of the Nagid (including ner ha-maʿaravi) and the mention of the judge R. Yeḥiel should help pin it down. The testimony involves a dispute over who gets to slaughter. A judge Hiba is also mentioned. "
19645,"Legal document. In Hebrew. Location: Fustat. Dated: Monday, 4 Av 5386 AM, which is 1626 CE. Concerning Malka/Milka, the widow of the late Ya'ir Abīdāriʿ (?), documenting that she is taking ""the vow of widowhood"" to collect her ketubba payment. "
19646,Ketubba fragment. The groom is named Ghālib.
19647,"Legal document, probably. In Aramaic. Calligraphic. Avraham b. Yosef b. Ḥasān(?) from Toledo is named in the text block at the bottom, then the next line names Fustat on the Nile. Needs examination. "
19648,"Legal document. Partnership agreement in a press (?maʿṣara). In Hebrew. Location: Fustat. Dated: Sunday 4 Tamuz 5275 AM, which is 1515 CE. Currencies: Peraḥim. The four partners are Avraham Talmid, David Alfandre(?), Shelomo Aguilar, and Yosef Sevillia (Shebillia?). Signed by three witnesses (none of whom are the partners), including Me'ir Saragosi. There is a note or addendum on the back."
19649,"Deed of sale. In Hebrew. Location: Fustat. Dated: Thursday 26 Iyyar 5306 AM, which is 1546 CE. Currency: Peraḥim. Shelomo b. Yeshuʿa sells the shop where he sells wood to a certain Moshe(?). Witness: Yosef known as Farjūn(?) and Nissim known as [...]."
19650,"Legal testimony. Signed and scribed by Yaʿaqov Geryani(?). Also witnessed by Yiṣḥaq b. Binyamin b. Shoshin. Location; Fustat. Dated: Thursday 3 Tishrei 5370 AM, which is 1609 CE. The witnesses attest that Yaʿaqov Elyaqim was coerced out of his partnership with Elazar Porekh known as Shuqayr.  Information from FGP."
19651,"Legal testimony. In Hebrew. Location: Fustat. Dated: Wednesday 15 Tevet 5385 AM, which is 1624 CE. Witnesses: Masʿūd ʿAmram and Shelomo ʿAravit(?). They attest that Yehuda b. Maymūn agrees to work for Khalīfa Daga(?) b. Shemuel as a naqqād in Ṣarf al-Manṣūra under a certain amir until the end of Elul, for a total salary of 2000 muayyadis. Information from FGP."
19652,"Ketubba fragment. The groom's name is Mazal Ṭov ha-Levi, and the bride is Esther. The eight lines below contain a detailed account of the conditions of the betrothal, and the date is given as Monday, 14th of Sivan, 5401 AM, which is 1641 CE. The name of the place is obliterated. Information from FGP."
19653,"Ketubba from Yemen. Date unknown. The first two lines, which included the date and the place, are now missing. The city Ṣanʿā' is mentioned in the content. The groom is Sālim b. Saʿīd al-Akhlūfī. The bride is Saʿīda bt. Saʿīd al-Ḥatrūshī. The document differs greatly from the usual ketubba and contains a number of Arabic phrases as אלפצה אלמדכורה. One of the two witnesses is יודא ן' מורי מוסי אלשחב (the other is illegible). Information from FGP."
19654,"Ketubba from Yemen. Date: Friday 19 Adar 2203 Seleucid, which is 1892 CE. Location: Al-Maḥābisha in northwest Yemen, also known as Quzayyiz, near lake al-Qaṭf. Groom: Ḥayyim b. Sulaymān. Bride: Shamʿa bt. Dā'ūd. Witnesses: Saʿīd b. Sulaymān Najjār and Yaḥya b. Saʿīd Kabbāsī. Information from FGP."
19655,"Legal formulary with instructions in Judaeo-Arabic, including the template for a bill of divorce."
19656,"Legal formulary, including templates for a deathbed will and for a release (meḥila)"
19670,Legal document in Arabic script. Involves a certain [...] al-Yahūdī. One of the witnesses is Aḥmad b. Nuṣayr b. Muḥammad. Needs further examination.
19695,"Ketubba according to the Egyptian rite. Location: Fustat. Dated: 13 Nisan 1606 Seleucid, which is 1295 CE. Groom: Elʿazar b. Avraham. Bride: Sara bt. Elʿazar. Information from the Reif catalog via FGP."
19699,"Recto: legal document from the Fusṭāṭ Bet Din, dated 18 Iyyar 1409 (= 22 April 1098 CE), regarding a financial claim made by Joseph b. Isaac against Abū Manṣūr Aaron b. Mevasser. Witnessed by Nathaniel b. Yefet, Nissim b. Nahray, and Isaac b. Samuel. Written by Avraham b. Natan AV
Verso: continuation of a legal document starting at the bottom of Add.3420 verso, dated 15 Iyyar 1409 (= 19 April 1098 CE) in Fusṭāṭ. David b. Yaʾir testifies that he was in the synagogue on a certain Wednesday, 10th of the month, when Karīma bat ʿAmmār, known as Wuḥša the broker, went there and asked Moses the teacher and Maʿālī ha-Kohen, brother of the sexton, why the judge ʿUlla ha-Levi b. Joseph had summoned her. She was told it was because she owed ʿUlla 5 qirāṭs, but had neglected to appear in court when he had tried to legally recover the money from her. Karīma reportedly expressed surprise that ʿUlla was making such a fuss about a relatively small sum of money. Written and signed by Nissim b. Nahray, and witnessed by Isaac b. Samuel and Abraham b. Šemaʿya.  (CUDL)"
19719,"Formulary for a Karaite marriage document, edited by Judith Olszowy-Schlanger."
19727,"Legal query in Arabic (the main documentary item on this shelfmark) addressed to ""al-sāda al-fuqahā. . . al-a'imma"" regarding whether a beardless Jewish oculist (kaḥḥāl) is permitted to enter the houses of Muslims. (Information from Khan)"
19730,"Responsum (lengthy) by the judge Yeḥiel b. Eliyaqim regarding the invocation of the 'reshut' -- the authority of the Head of the Jews -- in legal documents and other contexts. The document concludes with a statement that it was copied directly from that in Yeḥiel's own handwriting, witnessed by Avraham b. Hillel and Yoshiyah b. Moshe."
19743,Fragment of a document in the hand of Ḥalfon b. Menashshe.
19747,"Ketubba from Cairo dated 22 November 1822 (8 Kislev 5583), for Khalīfa Pipa and Sulṭāna bt. Nissim Qanini (?). The grand sum of the ketubba is 32000 medins (מך)."
19749,"Two pages of formularies for marriage-related documents, giving sample locations and dates as Fustat/Cairo, 1707 CE (Tishrei 5468). The scribe uses parentheses liberally"
19752,"Partnership agreement from Fustat/Cairo, dated 23 July 1819 (1 Av 5579), between Gedalya Mughrabi and Shabbetay Vidal, to begin immediately and to last for a period of 6 months. They are in the sarraflık trade (בעסק הצירפליק)."
19753,"Partnership agreement from Alexandria, dated 3 October 1814 (19 Tishrei 5575), between Yiṣḥaq ha-Levi from Istanbul [""Costa""] who pitched in 10,000 gerushim, Yiṣḥaq de Curiel from Fustat/Cairo who pitched in 17,500 gerushim, Avraham Chizana & Company from Alexandria, who pitched in 17,5000 gerushim, and Eliyyahu Ayilion (?) from Fustat/Cairo, who pitched in 1,500 gerushim, yielding a total capital fund of 46,500 gerushim (it specifies ""Egyptian gerushim"").  "
