pgpid,names,location,date,date_standard,author
15970,['Ismail B. Israil X The Physician'],N/A,N/A,N/A,Ismail B. Israil X The Physician
19207,"['Aaron B. Moses B. Asher', 'R. Moses Moheh', 'Moses Ha-azzati Ha-naqdan', 'Dunash B. Tamim Ha-bavli']",Babli,N/A,N/A,N/a
19223,"['R. Moses B. Ezra', 'Judah B Abi Al-hajjaj', 'Abu Abraham Isaac B. Barun', 'Baruch B. Baruch']",N/A,N/A,N/A,R. Moses B. Ezra
19355,['Daniel Al-qumisi'],Jerusalem,N/A,N/A,Daniel Al-qumisi
19524,"['Halfon B. Manasseh', 'Hilal Al-sabi', 'Gottheil', 'Cohen']",N/A,N/A,N/A,Halfon B. Manasseh
19531,"['Abraham B. Yeshaya', 'Samuel B. Saadya', 'Moses Maimonides']",N/A,N/A,N/A,Abraham B. Yeshaya
19554,"['Moses B. Levi', 'Yedutun']",N/A,N/A,N/A,Moses B. Levi
19683,['N/a'],N/A,N/A,N/A,N/a
19700,"['Saint Augustine', 'Benjamin']",,6th century CE,,Saint Augustine
19751,['N/a'],N/A,N/A,N/A,N/a
19786,"['Nathan Of Gamzu', 'Rabbenu Ha-qodesh']",N/A,N/A,N/A,Rabbenu Nissim
19935,"['Aaron B. Mevorakh', 'Worman']",N/A,N/A,N/A,Aaron B. Mevorakh
20116,"['Eli B. Mevasser', 'Eli B. Amram']",N/A,N/A,N/A,Eli B. Amram
20148,"['Abraham', 'Nasir Al-adib Al-ibri']",N/A,N/A,N/A,Nasir Al-adib Al-ibri
20187,['Umar B. Al-[...] Al-tamimi'],lands of Banū Tamīm,N/A,N/A,Umar B. Al-[...] Al-tamimi
20204,['Al-ama Al-tutili'],N/A,1126,1126 CE,Al-ama Al-tutili
20206,"['Muhammad', 'Abu Abdallah Muhammad B. Salama B. Jafar Al-qudai']",N/A,N/A,1062 CE,Abu Abdallah Muhammad B. Salama B. Jafar Al-qudai
20270,"['Al-waizi', 'Al-baghidi', 'Walidi']",N/A,N/A,N/A,Al-waizi/al-baghidi
20323,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
20374,['Mughanniyya'],N/A,N/A,N/A,N/a
20388,['Master'],Babylon,N/A,N/A,N/a
20445,[],N/A,N/A,N/A,N/a
20446,['N/a'],N/A,N/A,N/A,N/a
20470,"['Sulayman B. David', 'Moses', 'Harun', 'The King Of The Himriyun']",N/A,N/A,N/A,N/a
20475,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
20478,[],N/A,N/A,N/A,N/a
20776,"['Harun', 'Al-mustariqin', 'Al-sama', 'Al-khafaqan']",N/A,N/A,N/A,N/a
21200,"['Hayya B. Sherira', 'Samuel B. Hofni', 'Dan Greenberger', 'Gideon Libson']",N/A,N/A,N/A,Hayya B. Sherira
21209,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
21210,['Hayya B. Sherira'],N/A,N/A,N/A,Hayya B. Sherira
21223,['Abu Ali'],N/A,N/A,N/A,Abu Ali
21247,"['Harun Al-rashid', 'Yahya B. Khalid Al-barmaki']",N/A,N/A,N/A,Harun Al-rashid
21291,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
21350,['Halfon B. Manasseh'],Fustat,N/A,N/A,Halfon B. Manasseh
21821,['Hananel B. Samuel The Judge'],N/A,N/A,N/A,Hananel B. Samuel The Judge
22036,[],N/A,N/A,N/A,N/a
23246,"['Joshua B. Abraham', 'Nehemya Allony']",N/A,N/A,N/A,Joshua B. Abraham
23383,[],N/A,N/A,N/A,N/a
23466,"['Abraham B. Ezra', 'Samuel B. Jami']",N/A,N/A,N/A,Abraham B. Ezra
23468,"['Judah', 'Moses B. Ezra']",N/A,N/A,N/A,Judah
24563,"['Abu Joseph Al-[...]', 'Al-abd Al-mamluk']",N/A,N/A,N/A,Abu Joseph Al-[...]
25268,[],N/A,N/A,N/A,N/a
25639,['Ali B. Isa'],N/A,N/A,N/A,N/a
26760,['Al-sayyid Moses B. Al-mumajjid'],"Alexandria, Malij, Damayir, Jawjar",N/A,N/A,Al-sayyid Moses B. Al-mumajjid
27465,"['Anatoli B. Joseph', 'R. Samuel', 'R. Moses Hazzan', 'Abu Surur', 'R. Perahya Ha-zaqen Halabi', 'R. Samuel Nafusi', 'Abu Fadl', 'Elisheva Hacohen']",N/A,13th or 14th century,CE,Anatoli B. Joseph
27594,"['David B. Moses', 'Moses B. Samuel', 'Judah']",Alexandria,N/A,N/A,Moses B. Samuel And Judah
27677,"['R. Jacob B. Abi Al-hadram', 'Jacob']",N/A,N/A,N/A,R. Jacob B. Abi Al-hadram
27682,['Solomon B. David B. Hisdai'],Cairo,1203/04 CE,1203/04 CE,Solomon B. David B. Hisdai
27736,"['Anatoly B. Joseph', 'Samuel B. Eli']",N/A,N/A,N/A,Anatoly B. Joseph
27893,['Yefet Al-barqamani'],N/A,13th c.,N/A,Yefet Al-barqamani
28312,"['Al-arif Al-mahir', 'Al-mutatabbib']",N/A,N/A,N/A,Al-arif Al-mahir. . . Al-mutatabbib
28313,"['Abu Faraj Harun', 'Ilan Eldar']",N/A,N/A,N/A,Abu Faraj Harun
28590,[],N/A,N/A,N/A,N/a
29372,"['Tsp Rvsh Hlytny', 'Nathan B. Samuel Khzq']",N/A,N/A,N/A,Nathan B. Samuel Khzq
29385,"['Joseph Rosh Ha-seder B. Jacob', 'Saadya', 'Sherira']",N/A,1201,1201 CE,Joseph Rosh Ha-seder B. Jacob
29440,"['Abraham B. Isaac B. Abraham B. Daniel B. Isaac', 'B. Al-baqra']",N/A,N/A,N/A,Abraham B. Isaac B. Abraham B. Daniel B. Isaac
29689,"['Daniel B. Al-mashita', 'Abraham Maimonides']",N/A,N/A,N/A,Daniel B. Al-mashita
30061,"['Dunash B. Labrat', 'Dunash B. Labrats Wife']",N/A,N/A,N/A,Dunash B. Labrats Wife
30158,['Said B. Hasan Al-talimsani'],N/A,N/A,N/A,Said B. Hasan Al-talimsani
30283,"['Moses B. Levi', 'Amir Ashur']",N/A,N/A,N/A,Moses B. Levi
30288,"['Al-baghidi', 'Son']",N/A,N/A,N/A,Al-baghidi
30289,"['Moses B. Levi', 'Amir Ashur']",N/A,N/A,N/A,Moses B. Levi
30297,"['Moses Maimonides', 'Moses B. Levi']",N/A,N/A,N/A,Moses B. Levi
30298,['Moses B. Levi'],N/A,N/A,N/A,Moses B. Levi
30300,"['Yedutun', 'Moses B. Levi']",N/A,N/A,N/A,Yedutun
30306,"['Moses B. Ezra', 'Moses B. Levi']",N/A,N/A,N/A,Moses B. Levi
30452,['Al-kanis'],N/A,N/A,N/A,N/a
30748,[],N/A,N/A,N/A,N/a
30775,['B. Al-jazzar'],N/A,N/A,N/A,B. Al-jazzar
30895,['P. Fra Paolo Tomaso Manuelli'],Padova,1742 CE,1742 CE,P. Fra Paolo Tomaso Manuelli
30933,['Shihab Al-din Al-qalyubi'],N/A,N/A,N/A,Shihab Al-din Al-qalyubi
30954,['Eutychius Of Alexandria'],Alexandria,N/A,940,Eutychius Of Alexandria
30984,"['B. Al-nafis', 'Hippocrates']",N/A,N/A,N/A,B. Al-nafis
30987,['Al-razi'],N/A,N/A,N/A,Al-razi
31040,['Al-ibshihi'],N/A,N/A,N/A,Al-ibshihi
31059,['Abd Al-ghaffar Al-akhras'],Baghdad,1804,1804 CE,Abd Al-ghaffar Al-akhras
31094,"['Abraham Yagel', 'Ruderman']",N/A,after 1623,N/A,Abraham Yagel
31126,['Sayyidna Moses Rasul Allah Al-rasul'],N/A,N/A,N/A,Sayyidna Moses Rasul Allah Al-rasul
31157,['N/a'],N/A,N/A,N/A,N/a
31164,['Rvkh'],N/A,15th-19th centuries,CE,N/a
31251,"['Abraham Maimonides', 'Gamliel B. Moses', 'Moses Maimonides']",N/A,N/A,N/A,Gamliel B. Moses
31254,"['Vespasiano Gonzaga', 'Joseph Trani', 'Elijah Mizrahi', 'Isaac Sorbona', 'Thomas']",Sabbioneta,1543 CE,5313,Tobias B. Eliezer Foa
31296,['N/a'],N/A,N/A,N/A,N/a
31298,[],N/A,N/A,N/A,N/a
31309,['N/a'],N/A,N/A,N/A,N/a
31325,['Shimon B. Shetah'],N/A,N/A,N/A,Shimon B. Shetah
31457,"['Al-zamakhshari', 'William Nassau Lees']",Calcutta,1856,1856 CE,Al-zamakhshari
31458,['Abd Al-rahman B. Ali B. Salih Al-makkudi'],N/A,11 Rajab 989H (1581 CE),1581 CE,Abd Al-rahman B. Ali B. Salih Al-makkudi
31459,['B. Hijja Al-hamawi'],N/A,N/A,N/A,B. Hijja Al-hamawi
31463,"['Abu Sahl Isa B. Yahya Al-mutatabbib Al-faylasuf', 'Abu Abdallah Muhammad B. Ali B. Mamun Khwarazmshah']",N/A,ca.1000,ca.1000,Abu Sahl Isa B. Yahya Al-mutatabbib Al-faylasuf
31470,[],N/A,N/A,N/A,N/a
31473,['Kiraz'],Egypt,N/A,N/A,N/a
31477,['Siam Bhayro'],Early Modern Egypt,N/A,N/A,N/a
31480,['Moses'],Early Modern Egypt,N/A,N/A,N/a
31482,['Kiraz'],Early Modern Egypt,N/A,N/A,N/a
31484,['Nestorius'],Early Modern Egypt,16th or 17th century,N/A,N/a
31507,['Mukhlis Al-rahman B. Ali B. Muhammad Hadi Al-islam Iyadi'],N/A,1847/48 CE,CE,Mukhlis Al-rahman B. Ali B. Muhammad Hadi Al-islam Iyadi
31512,"['Al-nasir Muhammad B. Qalawun', 'Qalawun']",N/A,N/A,N/A,Al-nasir Muhammad B. Qalawun
31530,[],N/A,N/A,N/A,N/a
31546,['Eliezer Hazaq'],N/A,N/A,N/A,Eliezer Hazaq
31718,['Nestor The Priest'],N/A,N/A,N/A,Nestor The Priest
32036,"['Shmeruk', 'Romer-segal', 'Hopkins', 'Ase', 'Fgp']",N/A,15th century,CE,N/a
32099,"['Wasil', 'Bashir', 'Leo Iii']",Byzantium,N/A,N/A,Wasil Al-dimashqi
32105,"['Joseph B. Nissan', 'Eleazar B. Kallir', 'Ezra Fleischer', 'R. J. Jefferson']",Neve Qiryatayim,sixth century CE,sixth century CE,Joseph B. Nissan
32112,"['Halfon B. Manasseh', 'E. Wagner', 'G. Bohak']",N/A,N/A,N/A,Halfon B. Manasseh
32128,"['Harun Al-rashid', 'Jafar B. Barmak']",N/A,N/A,N/A,Jafar B. Barmak
32138,['Shabbetai B. Saadya B. Amitay'],Qayrawān,N/A,N/A,Shabbetai B. Saadya B. Amitay
32143,[],N/A,N/A,N/A,N/a
32149,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
32218,"['Isaac B. Abraham Of Troki', 'Johann Christoph Wangweil']",אלטארף,1705 CE,1705 CE,Isaac B. Abraham Of Troki
32249,"['Harun B. Yaish', 'Abd Al-aziz Al-kohen']",N/A,N/A,N/A,Harun B. Yaish And Abd Al-aziz Al-kohen
32294,['Abraham Maimonides'],N/A,N/A,N/A,Abraham Maimonides
32325,"['Al-mansur Bi-nasr Allah', 'Al-mansur Billah Amir Al-muminin', 'Ismail']",N/A,N/A,N/A,Al-mansur Bi-nasr Allah
32327,"['Amir B. Al-tufayl', 'Zayd']",N/A,N/A,N/A,N/a
32439,['Geoffrey J. Roper'],Malta,N/A,N/A,N/a
32495,"['Judah B. Elijah', 'Nasir Al-adib Al-ibri']",N/A,N/A,N/A,Judah B. Elijah
32496,"['Simha B. Mesabar', 'Netanel B. Mesabar']",N/A,N/A,N/A,Joshua B. Dunash B. Moses Av Bet Din
32518,"['Ahituv B. Azarya', 'Yehosadaq B. Azza', 'Uriel B. Elyasaf', 'Baruch Gad']",N/A,1645/46 CE,1645/46 CE,"Ahituv B. Azarya, Yehosadaq B. Azza, Uriel B. Elyasaf"
32522,['Yedutun'],N/A,13th century,N/A,Yedutun
32523,['Al-adib Al-ibri'],N/A,N/A,N/A,Al-adib Al-ibri
32525,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
32582,['Joseph'],N/A,N/A,N/A,Joseph
32676,"['Domingo', 'Rrey', 'Ao Gs']",N/A,1426 CE,1426 CE,Domingo
33260,[],N/A,N/A,N/A,N/a
33554,"['Taqi Al-din Umar', 'Moses Maimonides']",N/A,N/A,N/A,Moses Maimonides
33583,"['Ezekiel', 'Hai', 'Ephraim B. Azarya', 'B. Fadlan', 'Ali']",N/A,N/A,N/A,Ezekiel
33601,"['Amr B. Umayya Al-damri', 'Muhammad']",N/A,N/A,N/A,N/a
33603,[],N/A,N/A,N/A,N/a
33700,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
33972,"['Nasr B. Mani', 'Al-abshihi']",N/A,N/A,N/A,N/a
34051,"['Bahira', 'Kab Al-ahbar', 'Safiyya', 'Al-munhazim Ila Al-janna']",N/A,N/A,N/A,N/a
34088,['N/a'],N/A,N/A,N/A,N/a
34120,"['Salih B. Nasrullah B. Sallum Al-halabi', 'Paracelsus', 'Crollius', 'Natalia Bachour']",N/A,N/A,N/A,Salih B. Nasrullah B. Sallum Al-halabi
34121,"['Al-jahiz', 'Kevin Blankinship', 'Regourd']",N/A,N/A,N/A,Al-jahiz
34388,"['Moses B. Levi', 'Abraham B. Ezra']",N/A,N/A,N/A,Moses B. Levi
34393,"['David B. Saadya Al-ger', 'David Sklare', 'Moses Yagur']",N/A,N/A,N/A,David B. Saadya Al-ger
34395,[],N/A,Late,N/A,N/a
34538,['Hassanein Muhammad Rabia'],Museum of Islamic Art,N/A,N/A,Hassanein Muhammad Rabia
34542,['Hassanein Muhammad Rabia'],Bassatine Cemetery,N/A,N/A,Hassanein Muhammad Rabia
34562,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34570,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34571,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34572,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34573,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34574,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34575,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34576,"['Nasir Al-ibri', 'The Daughter Of The Vine']",Qalyub,N/A,N/A,Nasir Al-ibri
34577,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34578,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34580,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34581,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34582,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34583,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34584,"['Nasir Al-adib Al-ibri', 'Baha Al-din Zuhayr']",N/A,N/A,N/A,Nasir Al-adib Al-ibri
34585,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34586,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34587,"['Nasir Al-adib Al-ibri', 'Rachel Hasson']",N/A,N/A,N/A,Nasir Al-adib Al-ibri
34588,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34589,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34590,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34592,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
34593,"['Solomon', 'Nasir Al-adib Al-ibri', 'Oded Zinger']",N/A,N/A,N/A,Nasir Al-adib Al-ibri
34594,"['Abraham B. David B. Abraham B. Moses Maimonides', 'Nasir Al-adib Al-ibri', 'Abraham']",Egypt,ca. 1300-1313 CE,CE,Abraham B. David B. Abraham B. Moses Maimonides
34600,['Hassanein Muhammad Rabia'],Museum of Islamic Art,N/A,N/A,Hassanein Muhammad Rabia
34605,"['Yahya B. Adi', 'Hassanein Muhammad Rabia']",Syrian monastery library,1283CE / 672AH,1283CE / 672AH,Yahya B. Adi
34628,"['Hayyim Nahman Bialik', 'Hassanein Muhammad Rabia']",Bassatine Cemetery – Museum of Islamic Art,N/A,N/A,Hayyim Nahman Bialik
34629,['Hassanein Muhammad Rabia'],Museum of Islamic Art,N/A,N/A,N/a
34630,"['God', 'Satan']",Museum of Islamic Art,N/A,N/A,Hassanein Muhammad Rabia
34634,['Hassanein Muhammad Rabia'],Museum of Islamic Art,N/A,N/A,Hassanein Muhammad Rabia
34636,"['Adam', 'Eve', 'Hassanein Muhammad Rabia']",Museum of Islamic Art,N/A,N/A,Hassanein Muhammad Rabia
34640,['Hassanein Muhammad Rabia'],Museum of Islamic Art,N/A,N/A,Hassanein Muhammad Rabia
1692,"['Jacob B. Ayyub', 'Josiah B. Aaron Ha-meulle B. Josiah']",Acre,1031,CE,Josiah B. Aaron Ha-meulle B. Josiah
2724,['Goitein'],N/A,N/A,N/A,N/a
2746,['N/a'],N/A,N/A,N/A,N/a
3156,[],N/A,N/A,N/A,N/a
3175,['Hillel B. Eli'],N/A,ca. 1066-1100,N/A,Hillel B. Eli
3304,"['Pinhas', 'Goitein']",N/A,N/A,N/A,Pinhas
3984,['Eleazar B. Solomon'],al-raṣad,N/A,N/A,Eleazar B. Solomon
5244,['N/a'],Cairo,N/A,N/A,N/a
5246,['Sabur B. Sahl'],N/A,N/A,N/A,N/a
5500,['B. Yiju'],Yemen,1135,1135 CE,B. Yiju
5986,"['Daniel B. Hisdai', 'Jacob B. Eli', 'Saadya', 'Samuel B. Hofni']",N/A,1135-04-25,1135-04-25,Nathan B. Mansur
6711,"['Goitein', 'Ekaterina Pukhovaia']",N/A,N/A,N/A,N/a
6861,['Amram B. Halfon'],N/A,N/A,N/A,Amram B. Halfon
7655,['Berakot B. Samuel'],N/A,N/A,N/A,Berakot B. Samuel
8300,['Samuel B. Judah'],N/A,11th century,N/A,Samuel B. Judah
8617,"['Hilala Sitt Al-ahl Bt. Maliha', 'Halfon B. Ghaliya']",N/A,N/A,N/A,Halfon B. Ghaliya
9005,"['Joshua B. [...]', 'Yakhin B. Halfon']",N/A,N/A,N/A,Yakhin B. Halfon
9320,"['Rahel Bt. Solomon', 'Hadid B. Ayyub B. Solomon B. Shtvn B. Mrb Kshyta', 'Joshua B. Nun', 'Judah B. Yehezqel', 'Abraham The Patriarch']",Fustat,N/A,N/A,Rahel Bt. Solomon
9512,"['Isaac B. Saadya Almnbgy', 'Shabbat B. Eleazar']",Ṣahrajt,N/A,N/A,Isaac B. Saadya Almnbgy
9513,"['Nathan', 'Joshua', 'Jacob', 'Joseph', 'Perahya', 'Shefatya']",N/A,N/A,N/A,Nathan
10058,[],N/A,N/A,N/A,N/a
10128,['N/a'],N/A,N/A,N/A,N/a
11284,"['Isaac B. Abraham', 'Netanel']",Baghdad,1143/44 CE,1143/44 CE,Isaac B. Abraham
12113,['Maymun'],N/A,N/A,N/A,N/a
12176,"['[...]', 'Al-rayyis Al-[...]', 'Joseph', 'Rosh Ha-midrash Qahal Joseph', 'Samuel']",N/A,Dhū l-Qaʿda 6[..] AH,1204 CE - 1239 CE,Samuel
12395,[],N/A,N/A,N/A,N/a
12472,['N/a'],N/A,N/A,N/A,N/a
12473,['N/a'],N/A,N/A,N/A,N/a
12474,[],N/A,1773 CE,1773 CE,N/a
15714,[],N/A,N/A,N/A,N/a
15930,[],N/A,N/A,N/A,N/a
15931,"['Mevorakh B. Nathan', 'Zakkay', 'Moses', 'Maani']",al-Maḥalla,1148 CE,1148 CE,Mevorakh B. Nathan
19005,"['Bahya B. Asher', 'Adam', 'Lamekh', 'Noah', 'Abraham', 'Jesus']",N/A,N/A,N/A,Bahya B. Asher
19200,['Ase'],N/A,N/A,N/A,N/a
19201,[],N/A,N/A,N/A,N/a
19215,[],N/A,N/A,N/A,N/a
19228,[],N/A,1847/8 CE,1847/8 CE,N/a
19269,['Qays B. Al-mulawwah'],N/A,N/A,N/A,Qays B. Al-mulawwah
19463,[],N/A,N/A,N/A,N/a
20218,['Sayyidna David Al-faqih'],N/A,N/A,N/A,Sayyidna David Al-faqih
20223,['N/a'],N/A,N/A,N/A,N/a
20291,['Isaacs'],N/A,N/A,N/A,N/a
20349,"['Al-maliki', 'Al-majusi', 'Al-tadhkira', 'Al-kahhalin']",N/A,N/A,N/A,N/a
20351,"['Adil B. Kamil', 'The King Of The World, The Caliph Of Creation, Righteous Son Of Perfect']",N/A,N/A,N/A,Adil B. Kamil
20365,['N/a'],N/A,N/A,N/A,N/a
20447,"['Abd Ali B. Gharb', 'Sitti', 'Ahl Bt. Sitt']",N/A,N/A,N/A,Abd Ali B. Gharb
20477,['David B. Moses'],N/A,1254 CE,22 Iyar 1565 Seleucid,David B. Moses
20487,['N/a'],N/A,N/A,N/A,N/a
20512,[],N/A,N/A,N/A,N/a
20748,[],N/A,N/A,N/A,N/a
20840,"['Abd Al-malik B. Marwan', 'Al-hajjaj B. Joseph']",N/A,646-705,N/A,Abd Al-malik B. Marwan
21258,['Said B. Shlom[o ...] B. Duba'],N/A,N/A,N/A,Said B. Shlom[o ...] B. Duba
21298,['Khalluf B. Moses'],N/A,N/A,N/A,N/a
21326,['Gidi Bohak'],N/A,N/A,N/A,N/a
21356,"['Moses Maimonides', 'Joseph B. Samuel']",N/A,N/A,N/A,Moses Maimonides
21458,"['Abu Sahl', 'Yedutun', 'Moses B. Levi', 'Maymun', 'Shamhorash', 'Abd Al-rahman', 'Alan Elbaum']",N/A,N/A,N/A,Abu Sahl
24584,[],N/A,N/A,N/A,N/a
25680,"['Solomon B. Yiftah', 'Al-shaykh Al-ajall Abu Izz']",N/A,N/A,N/A,Solomon B. Yiftah
25730,"['Ha-yaqar', 'Abraham B. Isaac Al-udi']",N/A,N/A,N/A,Abraham B. Isaac Al-udi
26227,['N/a'],N/A,995-996 CE,995-996 CE,N/a
26553,"['Tustaris', 'Gil']",N/A,1050/51 CE,1050/51 CE,N/a
26732,['Nasir Al-adib Al-ibri'],N/A,N/A,N/A,Nasir Al-adib Al-ibri
27275,"['Jacob B. Judah', 'Saadya B. [...]', 'Hizqiya', 'Tiqva', 'Jacob', 'Abu Muna Al-attar', 'Mahfuz', 'Abu Hasan Al-katib', 'Abu Munajja']",N/A,N/A,N/A,Jacob B. Judah
27539,"['Abd Al-khaliq B. Abd Al-latif B. Abd Al-karim', 'Abd Al-latif', 'Abd Al-karim', 'Joseph']",N/A,N/A,N/A,Abd Al-khaliq B. Abd Al-latif B. Abd Al-karim B. Joseph Known As B. [...]
27737,[],Cairo,N/A,N/A,N/a
27749,['The Scribe'],Mahdiyya,N/A,N/A,N/a
28076,['Moses'],N/A,1245 CE,1245 CE,Moses
28104,"['Alhk B. Judah B. Al-khazin', 'Haggai B.-shammai']",Dār Sameaḥ = Dār Simḥa Qaraite synagogue,Shawwāl 896 Hijri,1491 CE,Alhk B. Judah B. Al-khazin
28771,['Manasseh B. Abraham B. Aaron B. Shuayb B. Yefet Rosh Kalla'],N/A,N/A,N/A,Manasseh B. Abraham B. Aaron B. Shuayb B. Yefet Rosh Kalla
29393,[],N/A,N/A,N/A,N/a
29394,['Rabban Gamaliel'],Damascus,525 AH (= 1130 CE),1130 CE,N/a
30294,"['Moses B. Levi', 'Solomon B. Nathan', 'Amir Ashur']",N/A,N/A,N/A,Solomon B. Nathan
30296,"['Samuel B. Saadya', 'Solomon', 'Isaac']",N/A,N/A,N/A,Moses Maimonides
30640,[],N/A,1797/8 CE (5558),1797/8 CE (5558),N/a
30992,['Hiba B. Mufaddal Al-mutatabbib'],N/A,September 1260,1260-09,Hiba B. Mufaddal Al-mutatabbib
31023,"['Al-razi', 'Al-zahrawi']",N/A,N/A,N/A,N/a
31045,"['Abu Tahir', 'Sulayman']",N/A,N/A,N/A,Abu Tahir
31107,[],N/A,N/A,N/A,N/a
31134,[],N/A,N/A,N/A,N/a
31414,['N/a'],N/A,N/A,N/A,N/a
31703,['Al-andarani'],Syria,N/A,N/A,N/a
32096,['Khidr/eliyyahu B. Binyamin'],the city of Eqron,"Ziv (=Nisan) 5549 AM, which is 1789 CE",1789 CE,Khidr/eliyyahu B. Binyamin
32136,['N/a'],Fustat,1166 CE,1166 CE,N/a
32178,"['Al-mamun', 'Isa']",N/A,N/A,N/A,N/a
32314,"['Abu Hasan Said', 'Al-rayyis Abu Mansur Salih Ras Al-mathiba Al-haruni', 'B. [su]layman Ras Al-mathiba Al-haruni', 'Al-muqtadi', 'Al-mustazhir']",Baghdad,7 Shevat 4893 AM,January 1123 CE,Said B. Hibat Allah
32425,"['M. Alfandary', 'Gaster']",Tehran,April 1914 CE,1914 CE,M. Alfandary
32454,[],N/A,N/A,N/A,N/a
32483,"['Jacob B. Isaac', 'Abu Ala', 'Abu Faraj', 'Joseph', 'Al-muallim']",N/A,N/A,N/A,Hillel B. Eli
32589,"['Nissim B. Bunya', 'Qamr Bt. Ruhama', 'Joseph Moses B. Sara']",N/A,Late,N/A,N/a
32591,"['David B. Esther', 'Abraham Zacut', 'Esther']",N/A,1796-97,CE,Abraham Zacut
33541,"['Abu Sad B. Baldin', 'Abu Fath Nasrallah']",N/A,N/A,N/A,Abu Sad B. Baldin
33615,['Muhammed A. Sarhan'],N/A,N/A,N/A,Muhammed A. Sarhan
33688,"['Moses B. Jacob Al-mard[ini', 'Joseph B. Khalluf Agha']","Tel Yaʿqūb (Tilyaqup, present-day Tepealtı)",Adar 5176 AM (1417 CE),1417 CE,Moses B. Jacob Al-mard[ini
33752,"['Ali B. Abi Talib', 'Abu Bakr', 'Umar', 'Uthman', 'Abu Dharr Al-ghifari', 'Salman Al-farisi']",N/A,N/A,N/A,Ali B. Abi Talib
33818,"['Solomon B. Samuel B. Saadya B. Jacob', 'Joseph B. Samuel', 'Samuel', 'Moses Maimonides', 'Amir Ashur', 'Goitein']",N/A,1231 CE,1231 CE,Solomon B. Samuel B. Saadya B. Jacob
33852,['Makarim B. Nujum'],N/A,N/A,N/A,Makarim B. Nujum
34023,"['Joshua B. Isaac', 'Amram B. Sheerit Paqid Ha-soharim']",N/A,N/A,N/A,Joshua B. Isaac
34027,"['Hesed B. Yashar', 'Abraham B. Yashar', 'Joseph Al-fallahi']",N/A,ca. 1050 CE,1050 CE,Unknown
34028,"['Abu Isaac Abraham B. Ata', 'Isaac B. Khalluf']",Qayrawān,ca. 1015 CE,1015 CE,Abu Isaac Abraham B. Ata
34316,['Aaron B. Moses B. Aaron B. Moses'],N/A,N/A,N/A,Aaron B. Moses B. Aaron B. Moses
34374,"['Solomon B. Sulayman', 'Simeon B. Megas', 'Samuel The Third', 'Yannai', 'Pinhas', 'Joseph']",N/A,N/A,N/A,"Solomon B. Sulayman, Simeon B. Megas, Samuel The Third, Yannai, Pinhas"
34384,"['Elkan Nathan Adler', 'Edward White', 'Noam Sienna', 'Ofir Haim']",Persian or Central Asian,N/A,N/A,Elkan Nathan Adler
34579,"['Yefet Rosh Qehillot', 'Abraham Sar', 'Isaac', 'Judah', 'Moses']",N/A,N/A,N/A,Nasir Al-adib Al-ibri
34591,['Nasir Al-adib Al-ibri'],Tyre,N/A,N/A,Nasir Al-adib Al-ibri
34614,['N/a'],N/A,third quarter of the 10th century,N/A,N/a
